051256849-36;Renato B E Lacerda;RLace051;Lac300
058005275-52;Geovanna F D Batista;GBati058;Bat555
053052678-28;Geovanna F E Leão;GLeão053;Leã220
069345894-45;Eric B D Santos;ESant069;San830
080155684-00;Gabriel B D Soares;GSoar080;Soa120
071854679-80;Guilherme G E Campos;GCamp071;Cam966
094297491-21;Eric G D Moreira;EMore094;Mor265
101542800-56;Gustavo F F Freire;GFrei101;Fre258
067044522-84;Maria B C Pinho;MPinh067;Pin845
110697531-04;Eric D G Gomes;EGome110;Gom562
047804794-85;Erik D G Pinho;EPinh047;Pin834
104969620-02;Pedro B A Guimarães;PGuim104;Gui914
099973485-10;Matheus F A Alves;MAlve099;Alv626
077892505-05;Carlos F G Lacerda;CLace077;Lac225
095142133-43;Ana F D Abdalla;AAbda095;Abd537
071584075-69;Weslley E D Viçoso;WViço071;Viç921
052164465-18;Geovanna C F Nascimento;GNasc052;Nas295
047158744-43;Dario A A Viçoso;DViço047;Viç322
097855104-70;Pedro A A Assis;PAssi097;Ass946
110248972-56;Luis F D Freire;LFrei110;Fre871
075246289-93;Maria F G Fraga;MFrag075;Fra875
075989966-52;Helena E E Gomes;HGome075;Gom420
106526590-83;Raissa G F Alves;RAlve106;Alv352
064744358-89;Leonardo D F Ramos;LRamo064;Ram834
050367974-04;Arthur B F Pires;APire050;Pir166
090326278-61;Stephanie D G Assis;SAssi090;Ass369
059860338-90;Albert D F Amaral;AAmar059;Ama490
091980428-33;Pedro B G Gomes;PGome091;Gom769
108513814-40;Guilherme F G Fraga;GFrag108;Fra193
056874164-61;Renato G C Guimarães;RGuim056;Gui528
104665705-83;Helena B B Viçoso;HViço104;Viç869
061862964-79;Ronilson C G Leite;RLeit061;Lei961
046943519-65;Stephanie E B Vianna;SVian046;Via315
078888584-24;Joao C B Nunes;JNune078;Nun303
064621520-64;Erik D C Braga;EBrag064;Bra470
107300211-34;Joao C E Abdalla;JAbda107;Abd468
108903950-82;Lucas C E Leão;LLeão108;Leã690
050475520-47;Eric D G Ritschel;ERits050;Rit569
079250560-14;Ronilson F B Ritschel;RRits079;Rit157
063521357-63;Larissa C A Nascimento;LNasc063;Nas124
066000658-46;Pedro A E Nunes;PNune066;Nun862
051726076-06;Ronilson B G Lutkenhaus;RLutk051;Lut216
086324340-77;Petrônio G G Matos;PMato086;Mat287
046678103-63;Hugo A A Soares;HSoar046;Soa533
058259057-64;Joao B A Leite;JLeit058;Lei800
076942445-07;Petrônio A A Nunes;PNune076;Nun367
043825389-97;Gustavo D G Ramos;GRamo043;Ram357
103780760-74;Joao B D Lacerda;JLace103;Lac825
065616140-16;Arthur G C Couto;ACout065;Cou723
097982274-15;Raissa E B Batista;RBati097;Bat948
084114016-52;Fabio A G Cruz;FCruz084;Cru977
108916550-14;Joao B F Freire;JFrei108;Fre492
062286224-49;Felipe D B Freire;FFrei062;Fre946
091998546-49;Erik D A Fernandes;EFern091;Fer831
082279474-86;Carlos D B Batista;CBati082;Bat564
060446170-67;Matheus F D Couto;MCout060;Cou523
088520328-53;Dario F B Mayrink;DMayr088;May956
046140018-76;Helena E C Fraga;HFrag046;Fra581
052983412-64;Ian E C Santos;ISant052;San169
061363144-19;Geovanna D A Lutkenhaus;GLutk061;Lut997
104526451-87;Felipe G E Ramos;FRamo104;Ram273
086650959-32;Hugo F A Soares;HSoar086;Soa332
113462155-78;Petrônio B G Oliveira;POliv113;Oli695
067585412-62;Ronilson D F Pires;RPire067;Pir747
069258255-67;Matheus E D Vianna;MVian069;Via340
084478839-27;Gabriel C E Santos;GSant084;San517
094065833-13;Geovanna G B Mayrink;GMayr094;May737
091442806-27;Lucas A G Nascimento;LNasc091;Nas451
096395421-27;Carlos B E Nascimento;CNasc096;Nas472
104750338-60;Joao F A Gomes;JGome104;Gom475
043815785-56;Eric D F Neves;ENeve043;Nev461
078802702-35;Joao B G Batista;JBati078;Bat204
089493561-42;Vinicius C G Leite;VLeit089;Lei878
045727406-14;Arthur B G Assis;AAssi045;Ass437
097169677-34;Arthur C E Leite;ALeit097;Lei893
049820198-02;Davi G E Freire;DFrei049;Fre550
086959321-03;Carlos F G Batista;CBati086;Bat257
093250702-44;Leonardo F G Freire;LFrei093;Fre330
048870380-19;Joao F F Braga;JBrag048;Bra893
109934653-33;Maria E G Lacerda;MLace109;Lac824
084147142-66;Eric A E Abdalla;EAbda084;Abd681
099434077-37;Eric E D Assis;EAssi099;Ass181
097862502-93;Ronilson A C Amaral;RAmar097;Ama332
048820228-53;Stephanie F B Viçoso;SViço048;Viç509
094321367-22;Ronilson B D Abdalla;RAbda094;Abd483
092473808-16;Weslley C D Santos;WSant092;San206
058889490-69;Hugo D D Oliveira;HOliv058;Oli418
048426804-56;Gustavo F B Batista;GBati048;Bat802
084876331-49;Raissa F A Silva;RSilv084;Sil705
044599863-07;Felipe D C Guerra;FGuer044;Gue430
082978374-58;Erik E E Cruz;ECruz082;Cru831
105648795-34;Stephanie A F Gomes;SGome105;Gom806
072959714-32;Maria C D Mozany;MMoza072;Moz326
046095857-68;Ian B E Amaral;IAmar046;Ama432
067274666-73;Ronilson A F Cruz;RCruz067;Cru657
070585451-93;Erik F F Soares;ESoar070;Soa417
056601353-90;Stephany D E Amaral;SAmar056;Ama221
059586870-82;Ana E C Mozany;AMoza059;Moz707
069381177-49;Lucas A D Lutkenhaus;LLutk069;Lut234
052252204-25;Matheus G F Santos;MSant052;San923
049366501-24;Ronilson G F Ramos;RRamo049;Ram170
062546276-17;Erik G D Abdalla;EAbda062;Abd968
075422946-98;Joao D A Lima;JLima075;Lim551
069095383-69;Luis B B Mayrink;LMayr069;May344
058400621-04;Felipe D A Ritschel;FRits058;Rit987
055442576-23;Ian E C Braga;IBrag055;Bra733
044200198-23;Pedro D G Gomes;PGome044;Gom778
083638739-24;Clarissa E B Matos;CMato083;Mat452
049976699-99;Hugo G B Santos;HSant049;San959
103652305-74;Joao E E Ritschel;JRits103;Rit757
091375163-12;Carlos E F Guerra;CGuer091;Gue833
098986739-00;Matheus D G Neves;MNeve098;Nev498
069221228-37;Vinicius E E Couto;VCout069;Cou185
105298286-13;Carlos B D Leão;CLeão105;Leã863
072760312-01;Stephany E F Soares;SSoar072;Soa547
061224564-70;Raissa D B Gomes;RGome061;Gom458
079715835-95;Felipe A E Lima;FLima079;Lim331
045267677-67;Larissa D A Borges;LBorg045;Bor666
103298627-52;Arthur F B Lima;ALima103;Lim291
078437950-93;Stephanie E F Freire;SFrei078;Fre254
059166222-07;Raissa B E Campos;RCamp059;Cam932
086457404-57;Leonardo F G Borges;LBorg086;Bor220
088439376-97;Gustavo D B Cruz;GCruz088;Cru888
114018369-01;Ana F D Gomes;AGome114;Gom153
060578536-09;Larissa E G Lacerda;LLace060;Lac970
043092922-94;Lucas A B Mozany;LMoza043;Moz872
054421975-58;Stephanie B B Lutkenhaus;SLutk054;Lut214
108298434-42;Pedro F C Mozany;PMoza108;Moz320
059541981-35;Arthur A D Freire;AFrei059;Fre877
080162087-25;Maria D C Leão;MLeão080;Leã809
099067671-70;Leonardo D E Nascimento;LNasc099;Nas116
108857950-37;Helena D C Lutkenhaus;HLutk108;Lut115
086221719-95;Arthur F G Campos;ACamp086;Cam374
067644923-71;Matheus C E Nascimento;MNasc067;Nas467
041183268-38;Albert F F Oliveira;AOliv041;Oli303
098472688-08;Helena F B Pinho;HPinh098;Pin161
110530717-98;Vinicius B B Batista;VBati110;Bat495
057442820-94;Erik E C Gomes;EGome057;Gom526
070075263-19;Maria C C Couto;MCout070;Cou592
055916704-18;Guilherme G A Neves;GNeve055;Nev906
061255343-56;Pedro B F Pinho;PPinh061;Pin142
105317398-84;Carlos F B Mayrink;CMayr105;May738
094041112-43;Leonardo F F Nunes;LNune094;Nun427
078971382-74;Guilherme C F Borges;GBorg078;Bor907
099580717-10;Gustavo A G Vianna;GVian099;Via869
078550888-15;Erckson A E Leite;ELeit078;Lei374
042473018-83;Erik D D Freire;EFrei042;Fre459
088476109-68;Ana C B Leão;ALeão088;Leã566
098376590-55;Vinicius B A Guimarães;VGuim098;Gui498
105061228-19;Matheus G A Lacerda;MLace105;Lac401
056186883-67;Gustavo A F Nunes;GNune056;Nun634
048728595-53;Fabio C F Santos;FSant048;San610
048537015-10;Joao D E Souza;JSouz048;Sou407
053343880-38;Renato A A Pinho;RPinh053;Pin500
070508443-55;Joao A A Lima;JLima070;Lim409
109943220-56;Matheus E F Mozany;MMoza109;Moz403
096270425-87;Carlos B C Fernandes;CFern096;Fer124
053966105-64;Ana E E Santos;ASant053;San893
065286738-89;Leonardo A D Santos;LSant065;San917
107385457-60;Stephanie B C Borges;SBorg107;Bor871
114023671-10;Weslley C B Freire;WFrei114;Fre197
047227632-98;Hugo F B Guimarães;HGuim047;Gui617
082449427-60;Hugo C B Ritschel;HRits082;Rit297
094777936-99;Maria B E Batista;MBati094;Bat556
053163008-91;Leonardo E A Braga;LBrag053;Bra254
075919052-75;Leonardo C E Mozany;LMoza075;Moz140
099195352-61;Leonardo A B Lacerda;LLace099;Lac349
049021478-06;Arthur G D Santos;ASant049;San297
089833767-96;Guilherme B A Couto;GCout089;Cou797
083214265-36;Renato G D Leão;RLeão083;Leã639
049808237-21;Vinicius D G Matos;VMato049;Mat174
055895698-74;Gustavo E F Assis;GAssi055;Ass468
089850342-05;Daniel C A Fernandes;DFern089;Fer959
052272928-18;Stephany C E Mayrink;SMayr052;May424
096979144-61;Joao G C Leão;JLeão096;Leã163
048508318-23;Arthur B F Leão;ALeão048;Leã470
090338255-03;Guilherme E A Lacerda;GLace090;Lac971
111229680-86;Petrônio D G Pinho;PPinh111;Pin547
073814742-53;Maria B G Souza;MSouz073;Sou737
107999874-72;Gabriel D B Lima;GLima107;Lim737
055859360-23;Maria C B Souza;MSouz055;Sou290
082663721-89;Ian D A Ritschel;IRits082;Rit389
065546892-96;Arthur E G Batista;ABati065;Bat635
071808910-52;Renato A B Ramos;RRamo071;Ram180
088796602-01;Vinicius D E Mozany;VMoza088;Moz649
103119446-30;Eric D E Vianna;EVian103;Via631
082872921-36;Ronilson B F Batista;RBati082;Bat764
055915583-74;Albert E A Pires;APire055;Pir515
068643078-97;Pedro F F Freire;PFrei068;Fre638
084641227-08;Joao B D Borges;JBorg084;Bor817
042634788-64;Raissa F F Lutkenhaus;RLutk042;Lut706
092816464-09;Renato F B Oliveira;ROliv092;Oli213
072665299-71;Eric B E Mayrink;EMayr072;May998
108212791-81;Ian B C Pires;IPire108;Pir884
082056418-26;Erckson G B Pinho;EPinh082;Pin610
092752182-39;Ana A D Cruz;ACruz092;Cru534
061346063-96;Felipe E E Ramos;FRamo061;Ram598
043827682-02;Erckson F D Fraga;EFrag043;Fra640
098117438-24;Hugo B E Guerra;HGuer098;Gue120
093668783-52;Clarissa G B Mayrink;CMayr093;May969
062072630-16;Arthur A C Fraga;AFrag062;Fra500
080682443-05;Ítalo A C Pinho;ÍPinh080;Pin150
044540232-41;Helena F G Leão;HLeão044;Leã891
079377143-36;Ronilson C F Silva;RSilv079;Sil461
104993307-01;Ronilson A G Pinho;RPinh104;Pin400
075802168-15;Fabio D D Ritschel;FRits075;Rit817
113703504-95;Pedro A G Amaral;PAmar113;Ama502
112965612-60;Dario A A Leão;DLeão112;Leã166
068076492-64;Davi F G Cruz;DCruz068;Cru707
087274959-76;Clarissa C G Freire;CFrei087;Fre660
102045993-14;Stephany F C Souza;SSouz102;Sou430
099690841-22;Albert C A Nunes;ANune099;Nun732
069363794-21;Daniel G D Braga;DBrag069;Bra381
079707192-56;Davi A A Batista;DBati079;Bat500
108698843-47;Joao A A Nascimento;JNasc108;Nas796
063097542-01;Ronilson F A Gomes;RGome063;Gom637
059933777-09;Arthur B G Fernandes;AFern059;Fer196
099641225-72;Guilherme E E Guerra;GGuer099;Gue631
050141263-14;Raissa D G Moreira;RMore050;Mor352
089200948-48;Weslley G A Campos;WCamp089;Cam703
072278961-28;Larissa B C Gomes;LGome072;Gom313
044814979-44;Carlos G A Cruz;CCruz044;Cru170
065383570-84;Helena F G Batista;HBati065;Bat452
049901879-76;Carlos A F Ramos;CRamo049;Ram525
091935152-04;Dario F G Campos;DCamp091;Cam628
091794493-77;Matheus D C Freire;MFrei091;Fre900
109451248-24;Stephany A E Alves;SAlve109;Alv423
046591769-62;Fabio B D Mayrink;FMayr046;May464
054149345-74;Felipe E G Freire;FFrei054;Fre383
051611292-60;Gabriel B E Alves;GAlve051;Alv662
112174550-34;Albert F C Freire;AFrei112;Fre549
112059321-91;Ronilson D G Pires;RPire112;Pir702
070975912-31;Arthur G E Viçoso;AViço070;Viç483
099718157-72;Davi E E Fraga;DFrag099;Fra978
099439275-82;Petrônio A C Soares;PSoar099;Soa419
114189822-85;Petrônio F F Campos;PCamp114;Cam550
059832382-48;Dario A G Batista;DBati059;Bat772
078258894-29;Davi E G Leite;DLeit078;Lei668
043942897-81;Petrônio E D Mayrink;PMayr043;May236
103568432-11;Maria B A Silva;MSilv103;Sil480
053961670-05;Raissa G F Ritschel;RRits053;Rit412
055774351-17;Hugo E B Guerra;HGuer055;Gue357
083941541-73;Ítalo D C Braga;ÍBrag083;Bra219
088147781-52;Dario E D Viçoso;DViço088;Viç478
044772731-78;Matheus C D Neves;MNeve044;Nev963
081101605-69;Ian B B Pinho;IPinh081;Pin948
081928281-36;Joao C E Abdalla;JAbda081;Abd845
044595900-12;Joao E C Soares;JSoar044;Soa584
058637842-54;Ronilson A F Fernandes;RFern058;Fer964
051019032-59;Ítalo G F Lutkenhaus;ÍLutk051;Lut565
080507754-11;Joao C E Cruz;JCruz080;Cru269
093619682-51;Clarissa A D Fernandes;CFern093;Fer308
103404535-96;Renato C E Silva;RSilv103;Sil370
098047133-73;Ítalo C A Abdalla;ÍAbda098;Abd653
057163324-92;Ian A D Silva;ISilv057;Sil290
091253064-49;Renato A D Vianna;RVian091;Via550
112334659-41;Eric D B Ritschel;ERits112;Rit779
049523833-29;Joao A G Guerra;JGuer049;Gue610
080437431-66;Eric E A Matos;EMato080;Mat376
044458311-08;Stephanie F A Nascimento;SNasc044;Nas599
111523768-93;Larissa F C Alves;LAlve111;Alv677
041406892-13;Leonardo B E Lima;LLima041;Lim530
044001776-95;Ana G E Gomes;AGome044;Gom847
085691010-39;Leonardo C E Guerra;LGuer085;Gue543
055807507-84;Erckson F A Couto;ECout055;Cou301
070522540-04;Davi G C Abdalla;DAbda070;Abd640
043627882-11;Pedro F C Leão;PLeão043;Leã929
041996108-18;Gabriel C G Batista;GBati041;Bat548
040906157-90;Hugo D A Santos;HSant040;San789
106834587-47;Luis B F Assis;LAssi106;Ass123
110879234-54;Ana D D Fraga;AFrag110;Fra721
057673937-95;Stephany A B Nunes;SNune057;Nun492
055224471-99;Felipe D A Silva;FSilv055;Sil913
070985800-20;Helena E D Fraga;HFrag070;Fra197
062806330-28;Clarissa C D Assis;CAssi062;Ass713
103313698-44;Erik C C Guimarães;EGuim103;Gui754
058674843-45;Geovanna A B Oliveira;GOliv058;Oli120
070496482-65;Maria G G Leite;MLeit070;Lei448
082015724-58;Matheus E A Batista;MBati082;Bat377
048635768-19;Joao C C Pinho;JPinh048;Pin153
041935568-66;Guilherme A B Couto;GCout041;Cou130
066320798-29;Guilherme A G Alves;GAlve066;Alv784
043733168-25;Stephanie C A Pires;SPire043;Pir441
104150862-97;Vinicius E A Nunes;VNune104;Nun587
110157531-80;Ítalo C D Oliveira;ÍOliv110;Oli849
095909700-14;Stephanie F E Fraga;SFrag095;Fra524
066459003-31;Weslley D A Abdalla;WAbda066;Abd821
093837112-98;Erckson G C Lutkenhaus;ELutk093;Lut684
113426787-25;Pedro G D Pinho;PPinh113;Pin770
075371979-36;Stephany G B Guimarães;SGuim075;Gui687
073959419-52;Joao D E Nascimento;JNasc073;Nas133
060125541-90;Maria A G Mozany;MMoza060;Moz387
060198333-60;Carlos F F Matos;CMato060;Mat188
067865948-78;Stephany B E Vianna;SVian067;Via192
090958029-92;Geovanna A C Ramos;GRamo090;Ram266
043647140-59;Felipe A E Moreira;FMore043;Mor533
053598500-78;Joao A B Gomes;JGome053;Gom343
109825992-07;Leonardo D A Pires;LPire109;Pir908
087987091-90;Joao G D Ramos;JRamo087;Ram172
062957412-20;Joao B D Santos;JSant062;San604
092936254-55;Ian A C Couto;ICout092;Cou538
072876620-87;Joao D B Leão;JLeão072;Leã501
092935792-14;Weslley D E Batista;WBati092;Bat492
064052162-21;Erckson D F Ritschel;ERits064;Rit949
041047884-10;Helena C D Lima;HLima041;Lim656
110981962-39;Erik E D Borges;EBorg110;Bor210
107644607-85;Gustavo C B Neves;GNeve107;Nev193
095066693-63;Raissa C G Freire;RFrei095;Fre451
080660871-94;Felipe A F Fraga;FFrag080;Fra792
081581601-46;Gustavo D F Campos;GCamp081;Cam114
072353488-97;Stephanie B F Nascimento;SNasc072;Nas522
044159051-53;Ana A A Matos;AMato044;Mat835
108764503-13;Gustavo E D Santos;GSant108;San813
041320849-73;Hugo F G Batista;HBati041;Bat352
048581417-11;Carlos B D Santos;CSant048;San342
051595170-76;Erik D A Ramos;ERamo051;Ram801
100441272-44;Arthur A B Abdalla;AAbda100;Abd506
101597266-17;Ronilson C C Pinho;RPinh101;Pin186
076150271-24;Helena D G Silva;HSilv076;Sil582
104132683-11;Fabio B D Batista;FBati104;Bat537
112310443-76;Lucas C A Abdalla;LAbda112;Abd654
095115513-00;Gabriel D F Fernandes;GFern095;Fer842
048002178-11;Vinicius B D Leite;VLeit048;Lei949
051218331-53;Petrônio C C Guerra;PGuer051;Gue257
052969221-80;Leonardo E C Souza;LSouz052;Sou703
065806584-07;Ítalo F B Vianna;ÍVian065;Via604
088380681-37;Erckson F A Santos;ESant088;San927
057038892-29;Guilherme F D Guimarães;GGuim057;Gui268
054359194-81;Fabio C G Ramos;FRamo054;Ram953
110636931-02;Stephanie G D Borges;SBorg110;Bor651
101148427-34;Arthur D D Nunes;ANune101;Nun744
054581708-15;Leonardo D E Freire;LFrei054;Fre634
063799176-53;Weslley G A Guimarães;WGuim063;Gui665
070745645-46;Weslley G A Silva;WSilv070;Sil810
096489318-73;Helena B C Ritschel;HRits096;Rit959
112880135-09;Hugo B B Borges;HBorg112;Bor309
070989501-87;Vinicius E D Vianna;VVian070;Via598
078310283-86;Larissa A D Fraga;LFrag078;Fra822
070662863-30;Ítalo C G Leão;ÍLeão070;Leã419
078342835-78;Erik F G Moreira;EMore078;Mor546
085283264-63;Joao F E Leão;JLeão085;Leã957
111124545-23;Dario D A Abdalla;DAbda111;Abd665
096181164-99;Gustavo A F Guerra;GGuer096;Gue542
103601772-19;Guilherme G C Lima;GLima103;Lim641
066064875-68;Maria B D Leão;MLeão066;Leã671
064565361-06;Eric F G Oliveira;EOliv064;Oli174
099824396-17;Davi B C Santos;DSant099;San834
114174042-01;Dario F B Abdalla;DAbda114;Abd551
077794529-96;Larissa B E Couto;LCout077;Cou955
069420480-77;Guilherme F E Guimarães;GGuim069;Gui533
076241149-82;Vinicius A A Lima;VLima076;Lim255
066478753-43;Erik C D Guimarães;EGuim066;Gui585
078265239-18;Hugo F F Cruz;HCruz078;Cru129
040225067-85;Petrônio A C Cruz;PCruz040;Cru413
096772820-51;Geovanna C F Leão;GLeão096;Leã578
080097195-89;Lucas B C Fraga;LFrag080;Fra277
112595413-66;Erik F A Vianna;EVian112;Via353
078631352-94;Erik C F Abdalla;EAbda078;Abd163
091998032-63;Fabio G D Neves;FNeve091;Nev583
065087992-28;Erik F F Pinho;EPinh065;Pin993
092250241-40;Arthur G D Vianna;AVian092;Via503
105852738-30;Weslley D B Couto;WCout105;Cou842
073780942-10;Leonardo D F Braga;LBrag073;Bra826
041583911-08;Larissa B D Soares;LSoar041;Soa227
068022425-50;Joao E A Souza;JSouz068;Sou209
104685858-52;Larissa C C Guimarães;LGuim104;Gui402
085179303-00;Ítalo C G Souza;ÍSouz085;Sou553
077671604-31;Gabriel F E Cruz;GCruz077;Cru460
077152028-50;Albert C C Viçoso;AViço077;Viç647
075024843-60;Luis A G Pinho;LPinh075;Pin982
051892846-05;Raissa D F Lima;RLima051;Lim589
110976942-21;Joao D C Freire;JFrei110;Fre653
068830213-88;Carlos F E Leite;CLeit068;Lei187
100242288-37;Helena G C Matos;HMato100;Mat555
064668742-80;Arthur G D Couto;ACout064;Cou651
109388278-02;Eric G B Freire;EFrei109;Fre236
048865594-82;Ian B G Campos;ICamp048;Cam625
112320839-23;Hugo D D Cruz;HCruz112;Cru299
087571890-12;Ian A C Batista;IBati087;Bat456
091870136-58;Dario G F Mozany;DMoza091;Moz302
066419564-26;Guilherme D E Ramos;GRamo066;Ram552
067635422-75;Helena B E Assis;HAssi067;Ass306
109256013-54;Fabio B D Ramos;FRamo109;Ram597
062766099-52;Matheus F F Fernandes;MFern062;Fer214
055956949-97;Erik A C Moreira;EMore055;Mor322
084454994-47;Lucas F E Santos;LSant084;San828
045780487-85;Daniel F E Ramos;DRamo045;Ram368
060484789-21;Geovanna C F Alves;GAlve060;Alv623
081363625-02;Matheus B D Soares;MSoar081;Soa385
083516285-45;Leonardo A A Campos;LCamp083;Cam777
104595073-26;Gustavo G B Ramos;GRamo104;Ram757
079099912-68;Stephanie E F Mayrink;SMayr079;May634
068507207-40;Fabio D A Ritschel;FRits068;Rit490
087108839-31;Pedro E A Gomes;PGome087;Gom868
042145112-61;Helena C F Lima;HLima042;Lim676
088915305-38;Ana G E Pinho;APinh088;Pin405
096494857-20;Stephanie C C Pires;SPire096;Pir549
056378396-35;Dario E G Viçoso;DViço056;Viç565
105701413-68;Erik A D Pinho;EPinh105;Pin865
084667922-81;Dario F D Couto;DCout084;Cou402
094593468-22;Gabriel F F Borges;GBorg094;Bor676
093281666-37;Erik D E Pires;EPire093;Pir178
067852203-29;Albert F A Braga;ABrag067;Bra733
050538565-29;Matheus G C Assis;MAssi050;Ass283
102275374-31;Lucas C E Guerra;LGuer102;Gue471
102395123-61;Erik F G Vianna;EVian102;Via806
108762642-23;Albert G B Vianna;AVian108;Via131
052893422-42;Erik G C Borges;EBorg052;Bor403
110336655-36;Ana D A Pinho;APinh110;Pin801
082638556-92;Erik D C Gomes;EGome082;Gom810
091278582-90;Ian G A Pires;IPire091;Pir441
067085193-69;Luis A A Lima;LLima067;Lim444
100723337-92;Davi A E Lacerda;DLace100;Lac941
102910474-55;Arthur C F Fernandes;AFern102;Fer428
046276196-81;Arthur B G Lacerda;ALace046;Lac718
057615826-74;Ana F E Oliveira;AOliv057;Oli685
109958102-43;Ronilson F D Lima;RLima109;Lim981
074277199-08;Davi C G Nunes;DNune074;Nun819
102724771-47;Joao D D Gomes;JGome102;Gom225
092563858-21;Guilherme A F Nascimento;GNasc092;Nas494
069493344-84;Stephany B A Soares;SSoar069;Soa769
091377474-96;Raissa E A Pinho;RPinh091;Pin832
065630087-63;Luis E E Soares;LSoar065;Soa759
087120197-93;Renato B C Lutkenhaus;RLutk087;Lut797
097675560-99;Stephanie C C Oliveira;SOliv097;Oli235
102385279-65;Helena A D Lima;HLima102;Lim996
053700679-60;Stephanie B D Moreira;SMore053;Mor550
107390986-49;Felipe C B Ramos;FRamo107;Ram346
098080773-18;Weslley B A Pires;WPire098;Pir375
062271754-23;Matheus E D Couto;MCout062;Cou358
056440410-13;Larissa G G Lutkenhaus;LLutk056;Lut646
099626837-53;Clarissa A B Fernandes;CFern099;Fer400
074519702-60;Leonardo B F Campos;LCamp074;Cam147
088294820-20;Lucas G B Borges;LBorg088;Bor702
076268297-34;Gustavo B F Silva;GSilv076;Sil743
096689311-48;Weslley B F Fraga;WFrag096;Fra810
088530504-34;Pedro F E Souza;PSouz088;Sou809
114071945-57;Stephany C D Souza;SSouz114;Sou679
043512938-99;Albert G F Santos;ASant043;San719
107410530-98;Geovanna C A Lima;GLima107;Lim591
052786981-97;Carlos E D Nunes;CNune052;Nun221
059175856-07;Davi F C Neves;DNeve059;Nev763
064201788-68;Gustavo C B Cruz;GCruz064;Cru500
041311258-65;Matheus C D Guerra;MGuer041;Gue379
